Safari Shoes,SafariShoesArmorItem;BootsArmorItem;ArmorItem;Item;
Spruce Chest,ObjectItem;PlaceableItem;Item;
Stone Door,ObjectItem;PlaceableItem;Item;
Tungsten Shield,ShieldTrinketItem;TrinketItem;Item;
Crystal Dragon Spawn Item,MobSpawnItem;PlaceableItem;Item;
Stone Coffin,ObjectItem;PlaceableItem;Item;
Demonic Chestplate,DemonicChestplateArmorItem;ChestArmorItem;ArmorItem;Item;
Dev Cheat Tool,TestToolItem;ToolDamageItem;ToolItem;Item;
Fallen Anvil,ObjectItem;PlaceableItem;Item;
Caveglow Flask,ObjectItem;PlaceableItem;Item;
Tungsten Shovel,CustomShovelToolItem;ShovelToolItem;ToolDamageItem;ToolItem;Item;
Rumble of the Swamp Guardian Vinyl,VinylItem;Item;
Shears,ShearsItem;Item;
Willow Clock,ObjectItem;PlaceableItem;Item;
Pirate Bandana,PirateBandanaArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Spirit Ghoul Spawn Item,MobSpawnItem;PlaceableItem;Item;
Large Stepping Stone,ObjectItem;PlaceableItem;Item;
Maple Bed,ObjectItem;PlaceableItem;Item;
Runebound Skull Helm,RuneboundSkullHelmetArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Swamp Guardian Spawn Item,MobSpawnItem;PlaceableItem;Item;
Horse Costume Shirt,HorseCostumeShirtArmorItem;ChestArmorItem;ArmorItem;Item;
Deep Snow Stone Arrow Trap,ObjectItem;PlaceableItem;Item;
Beet,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Black Cave Spider Spawn Item,MobSpawnItem;PlaceableItem;Item;
Spiderkin Warrior Spawn Item,MobSpawnItem;PlaceableItem;Item;
Snow Pile 2,ObjectItem;PlaceableItem;Item;
Mobility Cloak,SimpleTrinketItem;TrinketItem;Item;
Palm Chair,ObjectItem;PlaceableItem;Item;
Parrot Painting,ObjectItem;PlaceableItem;Item;
Phantom Popper,PhantomPopperProjectileToolItem;MagicProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Basalt Path,TileItem;PlaceableItem;Item;
Spruce Modular Table,ObjectItem;PlaceableItem;Item;
Bone Display,ObjectItem;PlaceableItem;Item;
Wall Window (Arcanic Wall),ObjectItem;PlaceableItem;Item;
Ascended Shard,AscendedShardItem;MatItem;Item;
Locked Pine Door,ObjectItem;PlaceableItem;Item;
Mage Slime Spawn Item,MobSpawnItem;PlaceableItem;Item;
Parisian Steak,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Armor Stand,ObjectItem;PlaceableItem;Item;
Bamboo Door,ObjectItem;PlaceableItem;Item;
Plains Hedge,ObjectItem;PlaceableItem;Item;
Oak Desk,ObjectItem;PlaceableItem;Item;
Dryad Crown,DryadCrownArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Cryo Blaster,CryoBlasterProjectileToolItem;GunProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Locked Spider Castle Door,ObjectItem;PlaceableItem;Item;
Aurora Tundra Vinyl,VinylItem;Item;
Fishing Potion,FishingPotionItem;SimplePotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Iceblossom Seeds,SeedObjectItem;CustomObjectItem;ObjectItem;PlaceableItem;Item;
Milk,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Bull Spawn Item,MobSpawnItem;PlaceableItem;Item;
Pine Chair,ObjectItem;PlaceableItem;Item;
Ivy Hood,IvyHoodArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Test Tubes,ObjectItem;PlaceableItem;Item;
Amethyst Cluster,ObjectItem;PlaceableItem;Item;
Popcorn,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Ranger Potion,RangerPotionItem;SimplePotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Spider Claw,SpiderClawSwordToolItem;SwordToolItem;ToolItem;Item;
Oak Bed,ObjectItem;PlaceableItem;Item;
Small Rune Stone,ObjectItem;PlaceableItem;Item;
Speed Potion,SpeedPotionItem;SimplePotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Ancient Vulture Spawn Item,MobSpawnItem;PlaceableItem;Item;
Forest Path Vinyl,VinylItem;Item;
Grass Seeds,GrassSeedItem;PlaceableItem;Item;
Unamused Mask,ObjectItem;PlaceableItem;Item;
Snow Hare Spawn Item,MobSpawnItem;PlaceableItem;Item;
Broken Pirate Spawn Item,MobSpawnItem;PlaceableItem;Item;
Smoked Fillet,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Crypt Door,ObjectItem;PlaceableItem;Item;
Slime Rock Alchemy Shard,ObjectItem;PlaceableItem;Item;
Sandstone,TileItem;PlaceableItem;Item;
Palm Log,MatItem;Item;
Iron Ore,MatItem;Item;
Force of Wind,ForceOfWindTrinketItem;TrinketItem;Item;
Carrot,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Spike Trap,ObjectItem;PlaceableItem;Item;
Ammo Pouch,AmmoPouch;PouchItem;Item;
Bone Bathtub,ObjectItem;PlaceableItem;Item;
Sunglasses,SunglassesArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Arachnid Chestplate,ArachnidChestplateArmorItem;ChestArmorItem;ArmorItem;Item;
Glacial Shard,MatItem;Item;
Temple Exit,ObjectItem;PlaceableItem;Item;
Fried Egg,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Stone Caveling Painting,ObjectItem;PlaceableItem;Item;
Deadwood Bench,ObjectItem;PlaceableItem;Item;
Deep Stone Flame Trap,ObjectItem;PlaceableItem;Item;
Swamp Crate,ObjectItem;PlaceableItem;Item;
Hula Skirt With Top,HulaShirtWithTopArmorItem;ChestArmorItem;ArmorItem;Item;
Bamboo Chair,ObjectItem;PlaceableItem;Item;
Locked Raven Door,ObjectItem;PlaceableItem;Item;
Eye of the Void,EyeOfTheVoidSummonToolItem;SummonToolItem;ToolItem;Item;
Swamp Stone Saw Trap,ObjectItem;PlaceableItem;Item;
Pirate Telescope,SimpleTrinketItem;TrinketItem;Item;
Pine Double Bed,ObjectItem;PlaceableItem;Item;
Campfire,ObjectItem;PlaceableItem;Item;
Trapper Zombie Spawn Item,MobSpawnItem;PlaceableItem;Item;
Single Basalt Rock,ObjectItem;PlaceableItem;Item;
Raspberry Bush,ObjectItem;PlaceableItem;Item;
Fertilizer,FertilizerPlaceableItem;PlaceableItem;Item;
Spider Castle Bookshelf,ObjectItem;PlaceableItem;Item;
Swamp Larva,BaitItem;Item;
Elderly Wand,ElderlyWandProjectileToolItem;MagicProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Void Alchemy Table,ObjectItem;PlaceableItem;Item;
Masked Hunter Hood,HunterHoodMaskArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Tablet Box,TabletBox;PouchItem;Item;
Snow Crate,ObjectItem;PlaceableItem;Item;
Topaz Staff,TopazStaffProjectileToolItem;MagicProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Sandstone Pressure Plate,ObjectItem;PlaceableItem;Item;
Cryo Queen Spawn Item,MobSpawnItem;PlaceableItem;Item;
Aged Champion Helmet,AgedChampionHelmetArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Locked Deep Snow Stone Door,ObjectItem;PlaceableItem;Item;
Oak Candelabra,TorchObjectItem;ObjectItem;PlaceableItem;Item;
Dungeon Clock,ObjectItem;PlaceableItem;Item;
Brain on a Stick,BrainOnAStickToolItem;SummonToolItem;ToolItem;Item;
Willow Log,MatItem;Item;
Frog Costume Boots,FrogCostumeBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Dusk Wall,ObjectItem;PlaceableItem;Item;
Forgotten Depths Vinyl,VinylItem;Item;
Void Shard,MatItem;Item;
Demon Cloak,ItemSetsIncreaseItem;ChangeItemSetsItem;ConsumableItem;PlaceableItem;Item;
Dawn Wall,ObjectItem;PlaceableItem;Item;
Overgrown Plains Grass,TileItem;PlaceableItem;Item;
Hysteria Tablet,SimpleTrinketItem;TrinketItem;Item;
Dawn Helmet,DawnHelmetArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Dragon Souls,DragonSoulsItem;Item;
Sailor Hat,SailorHatArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Oak Chair,ObjectItem;PlaceableItem;Item;
Snow Stone Caveling Spawn Item,MobSpawnItem;PlaceableItem;Item;
Stone,StonePlaceableItem;PlaceableItem;Item;
Spider Castle Door,ObjectItem;PlaceableItem;Item;
Gargoyle Fountain,ObjectItem;PlaceableItem;Item;
Ninja Robe,NinjaRobeArmorItem;ChestArmorItem;ArmorItem;Item;
Dryad Chest,ObjectItem;PlaceableItem;Item;
Deadwood Dresser,ObjectItem;PlaceableItem;Item;
Spider Rock Upgrade Shard,ObjectItem;PlaceableItem;Item;
Evil's Protector Spawn Item,MobSpawnItem;PlaceableItem;Item;
Book,BookMatItem;MatItem;Item;
Jester Boots,JesterBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Local Dungeon Map,WorldPresetMapItem;MapItem;PlaceableItem;Item;
Waterside Serenade Vinyl,VinylItem;Item;
Cooking Station,ObjectItem;PlaceableItem;Item;
Dryad Arrow Trap,ObjectItem;PlaceableItem;Item;
Top Hat,TopHatArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Spiderkin Mage Spawn Item,MobSpawnItem;PlaceableItem;Item;
Wall Window (Deep Stone Wall),ObjectItem;PlaceableItem;Item;
Fishian Hook Warrior Spawn Item,MobSpawnItem;PlaceableItem;Item;
Bamboo Floor,TileItem;PlaceableItem;Item;
Crystal,TileItem;PlaceableItem;Item;
Spiderite Bar,MatItem;Item;
Magic Foci,SimpleTrinketItem;TrinketItem;Item;
Deep Sandstone Door,ObjectItem;PlaceableItem;Item;
Roasted Duck Breast,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Deadwood Chair,ObjectItem;PlaceableItem;Item;
Cattail,ObjectItem;PlaceableItem;Item;
Jackal Spawn Item,MobSpawnItem;PlaceableItem;Item;
Toolbox,CombinedTrinketItem;TrinketItem;Item;
Greater Mana Potion,ManaPotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Basalt Rock Amber Ore,ObjectItem;PlaceableItem;Item;
Cloth Robe,ClothRobeArmorItem;ChestArmorItem;ArmorItem;Item;
Cheat Shirt,CheatShirtArmorItem;ShirtArmorItem;ChestArmorItem;ArmorItem;Item;
Void Bag,VoidBagItem;CloudInventoryOpenItem;Item;
Runebound Chieftain's Throne,ObjectItem;PlaceableItem;Item;
Steak,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Anglers Bait,BaitItem;Item;
Fish Taco,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Snow Launcher,SnowLauncherProjectileToolItem;GunProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Fishian Raider Spawn Item,MobSpawnItem;PlaceableItem;Item;
Willow Floor,TileItem;PlaceableItem;Item;
Maple Modular Table,ObjectItem;PlaceableItem;Item;
Dungeon Dresser,ObjectItem;PlaceableItem;Item;
Skull,ObjectItem;PlaceableItem;Item;
Glacial Ore,MatItem;Item;
Ancient Skeleton Thrower Spawn Item,MobSpawnItem;PlaceableItem;Item;
Mycelium Pickaxe,CustomPickaxeToolItem;PickaxeToolItem;ToolDamageItem;ToolItem;Item;
Crypt Fence,ObjectItem;PlaceableItem;Item;
Siphon Shield,SiphonShieldTrinketItem;ShieldTrinketItem;TrinketItem;Item;
Fallen Altar,FallenAltarObjectItem;ObjectItem;PlaceableItem;Item;
Cactus Shield,CactusShieldTrinketItem;ShieldTrinketItem;TrinketItem;Item;
Frost Bow,FrostBowProjectileToolItem;BowProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Emerald Mask,EmeraldMask;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Pirate's Hook,PirateHookSummonToolItem;SummonToolItem;ToolItem;Item;
Blood Essence,EssenceMatItem;MatItem;Item;
item.ancestorsword,AncestorSwordToolItem;SwordToolItem;ToolItem;Item;
Oak Dresser,ObjectItem;PlaceableItem;Item;
Bamboo Candelabra,TorchObjectItem;ObjectItem;PlaceableItem;Item;
Frost Boomerang,FrostBoomerangToolItem;BoomerangToolItem;ThrowToolItem;ProjectileToolItem;ToolItem;Item;
Snow Rock Gold Ore,ObjectItem;PlaceableItem;Item;
Quartz Axe,CustomAxeToolItem;AxeToolItem;ToolDamageItem;ToolItem;Item;
Wall Window (Dryad Wall),ObjectItem;PlaceableItem;Item;
Cloth Hat,ClothHatArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Fallen Carpenters Bench,ObjectItem;PlaceableItem;Item;
Bounce Glyph Trap,ObjectItem;PlaceableItem;Item;
Forbidden Spellbook,SimpleTrinketItem;TrinketItem;Item;
Wall Window (Raven Wall),ObjectItem;PlaceableItem;Item;
Sharpshooter Boots,SharpshooterBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Guardian Heart,GuardianHeartItem;HealthUpgradeItem;ConsumableItem;PlaceableItem;Item;
Single Granite Rock,ObjectItem;PlaceableItem;Item;
Altar Dust,MatItem;Item;
Farmer Spawn Item,MobSpawnItem;PlaceableItem;Item;
Deep Snow Rock Upgrade Shard,ObjectItem;PlaceableItem;Item;
Plains Hedge Gate,ObjectItem;PlaceableItem;Item;
Sweet Lemonade,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Iron Helmet,IronHelmetArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Swamp Rock,TileItem;PlaceableItem;Item;
Willow Tree,ObjectItem;PlaceableItem;Item;
Demon Chest,ObjectItem;PlaceableItem;Item;
Ivy Greatbow,IvyGreatbowProjectileToolItem;GreatbowProjectileToolItem;BowProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Cool Painting,ObjectItem;PlaceableItem;Item;
Deep Snow Rock,TileItem;PlaceableItem;Item;
Crystal Bullet,CrystalBulletItem;BulletItem;Item;
Dryad Scarf,DryadScarfArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Awakening Twilight Vinyl,VinylItem;Item;
First Trial Vinyl,VinylItem;Item;
Bamboo,MatItem;Item;
Locked Arcanic Door,ObjectItem;PlaceableItem;Item;
Gold Ore,MatItem;Item;
Sunlight's Exam Vinyl,VinylItem;Item;
Deep Rock Upgrade Shard,ObjectItem;PlaceableItem;Item;
Granite Rock,ObjectItem;PlaceableItem;Item;
Granite Rock Gold Ore,ObjectItem;PlaceableItem;Item;
Dawn Chestplate,DawnChestplateArmorItem;ChestArmorItem;ArmorItem;Item;
Deep Sandstone Column,ObjectItem;PlaceableItem;Item;
Queen Bee Spawn Item,MobSpawnItem;PlaceableItem;Item;
Dryad Boots,DryadBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Crypt Coffin,ObjectItem;PlaceableItem;Item;
Farseer's Orb,ObjectItem;PlaceableItem;Item;
Spider Hatchling Spawn Item,MobSpawnItem;PlaceableItem;Item;
Granite Rock Iron Ore,ObjectItem;PlaceableItem;Item;
Soaked Bow,SoakedBowQuestItem;QuestItem;Item;
Ancient Mummy Statue,ObjectItem;PlaceableItem;Item;
Slime Staff,SlimeStaffProjectileToolItem;MagicProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Deepfrost Chestplate,DeepfrostChestplateArmorItem;ChestArmorItem;ArmorItem;Item;
Demonic Bow,DemonicBowProjectileToolItem;BowProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Spider Spawn Item,MobSpawnItem;PlaceableItem;Item;
Basalt Pressure Plate,ObjectItem;PlaceableItem;Item;
Grass,TileItem;PlaceableItem;Item;
Ectoplasm,MatItem;Item;
Bashy Bush Spawn Item,MobSpawnItem;PlaceableItem;Item;
Stool,ObjectItem;PlaceableItem;Item;
Spiderite Hat,SpideriteHatArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Spider Rock,ObjectItem;PlaceableItem;Item;
Birch Log,MatItem;Item;
Basalt Door,ObjectItem;PlaceableItem;Item;
Frost Stone,SimpleTrinketItem;TrinketItem;Item;
Crypt Vampire Spawn Item,MobSpawnItem;PlaceableItem;Item;
Arcanic Column,ObjectItem;PlaceableItem;Item;
Vase,ObjectItem;PlaceableItem;Item;
Gunsmith Spawn Item,MobSpawnItem;PlaceableItem;Item;
Quartz Glaive,QuartzGlaiveToolItem;GlaiveToolItem;ToolItem;Item;
Running Vinyl,VinylItem;Item;
Blacksmith Statue,ObjectItem;PlaceableItem;Item;
Safari Shirt,SafariShirtArmorItem;ChestArmorItem;ArmorItem;Item;
Raspberry Mousse,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Demon Claw,SimpleTrinketItem;TrinketItem;Item;
Potted Cactus,ObjectItem;PlaceableItem;Item;
Resistance Potion,ResistancePotionItem;SimplePotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Hunter Spawn Item,MobSpawnItem;PlaceableItem;Item;
Tungsten Sink,ObjectItem;PlaceableItem;Item;
Cooking Pot,CampfireAddonObjectItem;ObjectItem;PlaceableItem;Item;
Druids Greatbow,DruidsGreatBowProjectileToolItem;GreatbowProjectileToolItem;BowProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Basalt Flame Trap,ObjectItem;PlaceableItem;Item;
Forest Hedge,ObjectItem;PlaceableItem;Item;
Stylish Flower,StylishFlowerArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Bucket,BucketItem;PlaceableItem;Item;
Cow Spawn Item,MobSpawnItem;PlaceableItem;Item;
Frost Greatsword,FrostGreatswordToolItem;GreatswordToolItem;SwordToolItem;ToolItem;Item;
Skeleton Spawn Item,MobSpawnItem;PlaceableItem;Item;
Granite Path,TileItem;PlaceableItem;Item;
Glacial Chestplate,GlacialChestplateArmorItem;ChestArmorItem;ArmorItem;Item;
Carp,FishItem;MatItem;Item;
Deep Swamp Stone Saw Trap,ObjectItem;PlaceableItem;Item;
Half-Eaten Duck,ObjectItem;PlaceableItem;Item;
Obsidian,MatItem;Item;
Deep Swamp Rock Copper Ore,ObjectItem;PlaceableItem;Item;
Clay Gauntlet,SimpleTrinketItem;TrinketItem;Item;
Cryo Essence,EssenceMatItem;MatItem;Item;
ByTheField Vinyl,VinylItem;Item;
Rice Pudding,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Spiderite Chestplate,SpideriteChestplateArmorItem;ChestArmorItem;ArmorItem;Item;
Glacial Circlet,GlacialCircletArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Frog Mask,FrogMaskArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Frost Arrow,FrostArrowItem;ArrowItem;Item;
Iron Shovel,CustomShovelToolItem;ShovelToolItem;ToolDamageItem;ToolItem;Item;
Manica,SimpleTrinketItem;TrinketItem;Item;
Pine Bookshelf,ObjectItem;PlaceableItem;Item;
Ravenlord's Headdress,RavenlordsHeaddressArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Small Single Granite Rock,ObjectItem;PlaceableItem;Item;
Pure Amethyst Cluster,ObjectItem;PlaceableItem;Item;
Meatballs,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Snow Hedge Gate,ObjectItem;PlaceableItem;Item;
Gunslinger Boots,GunslingerBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Sack,ObjectItem;PlaceableItem;Item;
Brown Bear Carpet,ObjectItem;PlaceableItem;Item;
Dungeon Double Bed,ObjectItem;PlaceableItem;Item;
Guard Spawn Item,MobSpawnItem;PlaceableItem;Item;
Seastar,ObjectItem;PlaceableItem;Item;
Dragons Rebound,DragonsReboundToolItem;BoomerangToolItem;ThrowToolItem;ProjectileToolItem;ToolItem;Item;
Cave Birch Tree,ObjectItem;PlaceableItem;Item;
Crypt Wall,ObjectItem;PlaceableItem;Item;
Depths of the Forest Vinyl,VinylItem;Item;
Palm Cabinet,ObjectItem;PlaceableItem;Item;
Locked Dungeon Door,ObjectItem;PlaceableItem;Item;
Dungeon Bathtub,ObjectItem;PlaceableItem;Item;
Roasted Pork,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Terrorfish,FishItem;MatItem;Item;
Crawlers Foot,CrawlersFootQuestItem;QuestItem;Item;
Ancient Fossil Mask,AncientFossilMaskArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Spiderkin Archer Spawn Item,MobSpawnItem;PlaceableItem;Item;
Gold Spear,GoldSpearToolItem;SpearToolItem;ToolItem;Item;
Witch Hat,WitchHatArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Spell Stone,SimpleTrinketItem;TrinketItem;Item;
Past Behind Glass Vinyl,VinylItem;Item;
Pharaoh's Headdress,PharaohsHeaddress;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Elder Hat,ElderHatArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Friendly Witch Spawn Item,MobSpawnItem;PlaceableItem;Item;
Roasted Duck,ObjectItem;PlaceableItem;Item;
Recall Flask,RecallFlaskItem;ConsumableItem;PlaceableItem;Item;
Pumpkin Pie,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Reapers Call,ReapersCallSummonToolItem;SummonToolItem;ToolItem;Item;
Wood Boomerang,WoodBoomerangToolItem;BoomerangToolItem;ThrowToolItem;ProjectileToolItem;ToolItem;Item;
Rice,FoodMatItem;MatItem;Item;
Spider Heart,SpiderHeartItem;HealthUpgradeItem;ConsumableItem;PlaceableItem;Item;
Safari Hat,SafariHatArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Sand Gravel,TileItem;PlaceableItem;Item;
Lemon Tart,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Tent,ObjectItem;PlaceableItem;Item;
Katana Stone,ObjectItem;PlaceableItem;Item;
Dredging Staff,DredgingStaffProjectileToolItem;MagicProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Wrath of the Empress Vinyl,VinylItem;Item;
Wood Staff,WoodStaffProjectileToolItem;MagicProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Revival Potion,RevivalPotion;MatItem;Item;
Moonlight's Rehearsal Vinyl,VinylItem;Item;
Deep Sandstone Wall,ObjectItem;PlaceableItem;Item;
Bonsai Tree,ObjectItem;PlaceableItem;Item;
Swamp Shooter Spawn Item,MobSpawnItem;PlaceableItem;Item;
Snow Stone Saw Trap,ObjectItem;PlaceableItem;Item;
Small Single Slime Rock,ObjectItem;PlaceableItem;Item;
Sharpshooter Hat,SharpshooterHatArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Wall Window (Dawn Wall),ObjectItem;PlaceableItem;Item;
Teleportation Scroll,TeleportationScrollItem;ConsumableItem;PlaceableItem;Item;
Merchant Boots,MerchantBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Hotdog,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
The Mafia Spawn Item,MobSpawnItem;PlaceableItem;Item;
Dream Catcher,SimpleTrinketItem;TrinketItem;Item;
Reaper Spawn Item,MobSpawnItem;PlaceableItem;Item;
Leftover Tray,ObjectItem;PlaceableItem;Item;
Wet Icicle,PetFollowerPlaceableItem;FollowerSummonPlaceableItem;PlaceableItem;Item;
Deadwood Candelabra,TorchObjectItem;ObjectItem;PlaceableItem;Item;
Spiderite Helmet,SpideriteHelmetArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Cheese,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Copper Bar,MatItem;Item;
Enchanted Zombie Spawn Item,MobSpawnItem;PlaceableItem;Item;
Spirit Board,SimpleTrinketItem;TrinketItem;Item;
Caveling's Collection,SimpleTrinketItem;TrinketItem;Item;
Golden Pattern Carpet,ObjectItem;PlaceableItem;Item;
Crown of Spiderkin,SpiderEmpressSpawnItem;ConsumableItem;PlaceableItem;Item;
Temple Pedestal,ObjectItem;PlaceableItem;Item;
Granite Saw Trap,ObjectItem;PlaceableItem;Item;
Arcanic Lamp,TorchObjectItem;ObjectItem;PlaceableItem;Item;
Evil's Portal Spawn Item,MobSpawnItem;PlaceableItem;Item;
Table Clock,ObjectItem;PlaceableItem;Item;
Dungeon Flame Trap,ObjectItem;PlaceableItem;Item;
Greater Mining Potion,GreaterMiningPotionItem;SimplePotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Snow Rock Iron Ore,ObjectItem;PlaceableItem;Item;
Superior Mana Potion,ManaPotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Apple Tree,ObjectItem;PlaceableItem;Item;
Dryad Caveling Spawn Item,MobSpawnItem;PlaceableItem;Item;
Swim Trunks,SwimTrunksArmorItem;ChestArmorItem;ArmorItem;Item;
Web Spinner Spawn Item,MobSpawnItem;PlaceableItem;Item;
Empty Glass Display,ObjectItem;PlaceableItem;Item;
Pirate Spawn Item,MobSpawnItem;PlaceableItem;Item;
Deadwood Tree,ObjectItem;PlaceableItem;Item;
Copper Streetlamp,ObjectItem;PlaceableItem;Item;
Sheep Spawn Item,ImportedAnimalSpawnItem;MobSpawnItem;PlaceableItem;Item;
Deep Swamp Rock Mycelium Ore,ObjectItem;PlaceableItem;Item;
TheControlRoom Vinyl,VinylItem;Item;
Glacial Shovel,CustomShovelToolItem;ShovelToolItem;ToolDamageItem;ToolItem;Item;
Ninja Spawn Item,MobSpawnItem;PlaceableItem;Item;
Enchanted Collar,EnchantedCollarQuestItem;QuestItem;Item;
Dryad Bench,ObjectItem;PlaceableItem;Item;
Frost Sentry Spawn Item,MobSpawnItem;PlaceableItem;Item;
Dusk Door,ObjectItem;PlaceableItem;Item;
Rock Iron Ore,ObjectItem;PlaceableItem;Item;
Void's Embrace Strings Vinyl,VinylItem;Item;
Pumpkin Mask,PumpkinMaskArmorItem;HelmetArmorItem;ArmorItem;Item;
Elder Shoes,ElderShoesArmorItem;BootsArmorItem;ArmorItem;Item;
Dungeon Bed,ObjectItem;PlaceableItem;Item;
Horse Costume Boots,HorseCostumeBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Superior Health Potion,HealthPotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Caveglow Sprout,SeedObjectItem;CustomObjectItem;ObjectItem;PlaceableItem;Item;
Simple Sculpture,ObjectItem;PlaceableItem;Item;
Frost Staff,FrostStaffProjectileToolItem;MagicProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Spider Boots,SpiderBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Sailor Shoes,SailorShoesArmorItem;BootsArmorItem;ArmorItem;Item;
Deep Stone Floor,TileItem;PlaceableItem;Item;
Duelist Clock,ObjectItem;PlaceableItem;Item;
Battle Chef <randomname> Spawn Item,MobSpawnItem;PlaceableItem;Item;
Raw Chicken Leg,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Night Piercer,NightPiercerGreatBowProjectileToolItem;GreatbowProjectileToolItem;BowProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Phantom Caller,PhantomCallerSummonToolItem;SummonToolItem;ToolItem;Item;
Blue Carpet,ObjectItem;PlaceableItem;Item;
Cave Oyster,CaveOysterQuestItem;QuestFishItem;QuestItem;Item;
Frost Shovel,CustomShovelToolItem;ShovelToolItem;ToolDamageItem;ToolItem;Item;
Cutter,CutterPlaceableItem;PlaceableItem;Item;
Wild Salad,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Clay rock,ObjectItem;PlaceableItem;Item;
